id_cartorio,texto,estado,cidade,data
327,Processo de Compra e Venda: Terreno Rural de 48663m² passou de Raul Leão (721.038.659-95) para Daniel Pastor (617.298.405-58).   ,RS,Caxias do Sul,10/2024
242,"Terreno Rural de 42252m², Usucapião Extrajudicial realizado entre Pires (31.859.047/0001-39) e Novaes (27.635.981/0001-08).",AC,Sena Madureira,02/2023
337,Processo de Compra e Venda: Terreno Rural de 44308m² passou de Luiz Gustavo Souza (134.286.095-06) para Ryan Moreira (836.052.714-80).,MA,São Luís,02/2024
229,Casa de 204m² transferido de Pietro da Luz (785.962.410-94) para Teixeira (52.819.643/0001-65) via Usucapião Extrajudicial.,RO,Ji-Paraná,01/2024
357,Casa com 91m² foi transferido de Daniela Castro (486.510.372-44) para Pastor (95.362.708/0001-07) atavés de Usucapião Extrajudicial.,PB,João Pessoa,12/2023
252,Casa com 188m² foi tansferido de Campos S/A (56.387.241/0001-90) para André da Rocha (327.486.910-40) através de Compra e Venda.   ,AL,Maceió,01/2025
82,"Apartamento de 262m², Usucapião Extrajudicial realizado entre Sophia da Rosa (109.325.786-59) e Câmara Ltda. (74.938.502/0001-02).",BA,Feira de Santana,01/2024
273,Terreno Rural de 18743m² transferido de da Luz Cirino S.A. (85.374.962/0001-63) para Leandro Porto (371.894.506-0) via #Usucapião Extrajudicial.   ,RN,Natal,02/2024
224,Casa com 121m² foi transferido de Rocha (96.807.124/0001-52) para Srta. Nina Cunha (129.840.367-78) através de Recuperação de Crédito.,GO,Anápolis,10/2024
180,Apartamento (229m²) transferido de Moreira (50.236.791/0001-21) para Sophie Macedo (829.576.134-09) por meio de Recuperação de Crédito.,AM,Itacoatiara,07/2024
8,"Apartamento de 245m², Usucapião Extrajudicial realizado entre Fonseca Cassiano Ltda. (07.386.924/0001-17) e Fernanda da Mota (602.483.517-53).",AP,Santana,12/2023
153,Terreno Rural com 27959m² foi transferido de Moraes (27.091.843/0001-05) para Dr. Bento Rios (791.325.604-43) através de Compra e Venda.,SP,São Paulo,04/2023
336,Casa de 85m² transferido de Oliveira S.A. (24.980.316/0001-55) para Aurora Moreira (617.802.395-21) via Recuperação de Crédito.,AM,Itacoatiara,03/2024
143,"Apartamento de 116m², Usucapião Extrajudicial realizado entre Dra. Amanda Costa (917.486.320-78) e Luna Cassiano (481.325.790-97).",PR,Londrina,07/2023
42,"Apartamento de 206m², Compra e Venda realizado entre Vargas (68.351.720/0001-35) e Sousa (09.753.186/0001-24).",PB,Campina Grande,06/2023
225,Apartamento com 219m² foi transferido de Siqueira S/A (39.876.254/0001-03) para Moura Ltda. (03.812.769/0001-00) através de Recuperação de Crédito.,DF,Brasília,02/2023
106,Apartamento (269m²) transferido de Valentim Cavalcante (510.978.264-49) para Luiza Lopes (108.965.732-30) por meio de Usucapião Extrajudicial.,SC,Joinville,03/2023
127,Casa de 150m² transferido de Ana Cecília Barros (507.948.362-83) para Silva (93.425.706/0001-86) via Usucapião Extrajudicial.,SE,Aracaju,05/2024
8,Apartamento com 229m² foi transferido de Correia Silva e Filhos (75.386.492/0001-02) para Peixoto (37.256.091/0001-30) através de Recuperação de Crédito.,AP,Santana,02/2023
175,Processo de Usucapião Extrajudicial: Casa de 256m² passou de Santos Aragão - EI (92.630.178/0001-34) para da Rosa (01.946.538/0001-56).,PE,Recife,10/2023
145,Terreno Rural (34323m²) transferido de Isabella Albuquerque (768.941.205-01) para Cassiano (95.362.417/0001-00) por meio de Recuperação de Crédito.,AM,Parintins,05/2023
110,"Apartamento de 81m², Recuperação de Crédito realizado entre Gustavo Peixoto (548.927.031-41) e Sá S/A (96.423.081/0001-01).",PR,Curitiba,12/2024
45,Casa com 77m² foi transferido de Porto Siqueira e Filhos (13.798.462/0001-48) para Srta. Maria Julia Moraes (239.407.681-03) através de Usucapião Extrajudicial.,PR,Londrina,01/2024
321,Casa (93m²) transferido de Maria H#elena Sales (237.910.845-50) para Sr. Pietro Vargas (473.689.210-22) por eio de Usucapião Extrajudicial.   ,AM,Itacoatiara,03/2023
1,Apartamento (242m²) transferido de Gonçalves (72.935.864/0001-06) para Nicolas Sampaio (468.027.315-17) por meio de Recuperação de #Crédito.   ,AC,Rio Branco,06/2024
90,Processo de Usucapião Extrajudicial: Apartamento de 87m² passou de Oliveira (30.591.247/0001-90) para Cunha (97.425.316/0001-67).,DF,Brasília,11/2023
257,"Apartamento de 298m², Usucapião Extrajudicial realizado entre Raul Viana (683.049.251-33) e Sr. José Correia (230.419.587-32).",ES,Vitória,01/2025
350,Terreno Rural de 8762m² transferido de Srta. Raquel Rezende (923.184.706-69) para Eduardo Vieira (031.942.587-88) via Compra e Venda.,PE,Caruaru,10/2024
168,"Terreno Rural de 20375m², Recuperação de Crédito realizado entre da Mata (74.852.310/0001-70) e Barros (59.064.738/0001-65).",GO,Goiânia,07/2024
236,Apartamento de 222m² transferido de Júlia Freitas (587.312.940-14) para Levi Azevedo (721.653.980-02) via Recuperação de Crédito.,BA,Feira de Santana,05/2024
293,Terreno Rural de 32256m² transferido de Vicente Vieira (462.705.139-52) para Rafaela Casa Grande (839.012.657-59) via Compra e Venda.,AM,Itacoatiara,12/2023
123,Casa de 125m² transferido de Pires S/A (36.918.702/0001-04) para Sampaio (86.409.273/0001-00) via Compra e Venda.,RS,Caxias do Sul,03/2023
261,Terreno Rural (4350m²) transferido de Cassiano Pimenta - ME (62.731.054/0001-84) para Dr. Josué Azevedo (019.487.236-03) por meio de Compra e Venda.,SP,São Paulo,12/2023
31,Casa (132m²) transferido de Natália Viana (861.479.503-39) para Correia (03.489.625/0001-57) por meio de Usucapião Extrajudicial.,MT,Rondonópolis,11/2024
244,Apartamento (66m²) transferido de Dias e Filhos (91.067235/0001-56) para Theo Martins (357.261.894-00) por meio de Recuperação de Crédito.,MT,Várzea Grande,04/2023
329,Casa de 155m² transferido de das Neves (92.586.031/0001-94) para Eduarda Câmara (893.601.725-02) via Compra e Venda.,RJ,Petrópolis,01/2025
82,"Casa de 229m², Compra e Venda realizado entre Gabriela Vasconcelos (204.168.539-51) e Mathias Ramos (652.170.389-77).",BA,Feira de Santana,06/2023
70,Terreno Rural com 9969m² foi transferido de da Luz Araújo - ME (28.097.134/0001-91) para Leonardo Rezende (539.740.286-92) através de Usucapião Extrajudicial.,SC,Blumenau,10/2024
71,Casa de 182m² transferido de Eduardo Costela (691.834.702-04) para Porto - EI (80.329.145/0001-70) via Compra e Venda.,SP,São Paulo,07/2023
256,Processo de Recuperação de Crédito: Apartamento de 154m² passou de Martins (07.548.921/0001-32) para Peixoto Siqueira - ME (83.421.076/0001-18).,MS,Três Lagoas,12/2024
26,"Terreno Rural de 1163m², Usucapião Extrajudicial realizado entre Macedo - EI (54.263.719/0001-44) e Rodrigues e Filhos (32.641.597/0001-40).",MA,São Luís,10/2023
26,Terreno Rural de 11374m² transferido de Bryan Freitas (983.465.071-00) para Sr. Benjamim Pires (042.538.976-65) via Usucapião Extrajudicial.,MA,São Luís,11/2023
165,Processo de Recuperação de Crédito: Casa de 101m² passou de Isabel Porto (546.290.871-76) para Luísa Nascimento (970.586.213-30).,RS,Caxias do Sul,05/2024
185,Casa (254m²) transferido de Srta. Maria Clara Cavalcante (319.680.725-86) para da Mota (82.145.903/0001-25) por meio de Usucapião Extrajudicial.,MT,Cuiabá,11/2023
18,Terreno Rural (12084m²) %transferido de Teixeira (15.924.087/001-60) para Maria Laura Aragão (831.670.549-48) por meio de Usucapião Extrajudicial.,CE,Sobral,03/2024
112,Apartamento (88m²) transferido de Henry Montenegro (795.238.610-77) para Sr. Benjamim Alves (264.370.915-25) por meio de Recuperação de Crédito.,PA,Ananindeua,12/2024
74,"Terreno Rural e 49311m², Usucapião Extrajudicial realizado entre das Neves (02.314.596/0001-20) e Moraes (17.593.680/0001-05).   ",SE,Aracaju,09/2024
44,Terreno Rural de 6575m² transferido de Sales (15.934.720/0001-00) para Freitas Cunha Ltda. (16.978.405/0001-39) via Usucapião Extrajudicial.,PR,Curitiba,03/2024
108,Terreno Rural (11469m²) transferido de Felipe Azevedo (329.487.105-88) para Amanda Casa Grande (470.968.132-50) por meio de Compra e Venda.,PB,Santa Rita,01/2024
338,Processo de Recuperação de Crédito: Apartamento de 269m² passou de Sofia Machado (089.371.265-59) para Helena Fernandes (230.478.159-41).,RR,Caracaraí,12/2023
8,Casa de 55m² transferido de Yasmin Casa Grande (580.473.269-29) para Rodrigues - EI (90.812.563/0001-77) via Usucapião Extrajudicial.,AP,Santana,06/2023
112,"Apartamento de 162m², Usucapião Extrajudicial realizado entre Mendonça (67.905.284/0001-36) e Luan Pereira (217.640.893-40).",PA,Ananindeua,03/2024
300,Processo de Recuperação de Crédito: Casa de 205m² passou de Luara Viana (953.127.604-80) para Benjamin Cardoso (609.382.415-24).,GO,Rio Verde,03/2023
321,"Terreno Rural de 21427m², Recuperação de Crédito realizado entre Ramos e Filhos (92.168.057/0001-12) e Natália Moreira (015.832.946-51).",AM,Itacoatiara,08/2023
351,Processo de Recuperação de Crédito:# Apartamento de 75m² passou de Machado S/A 82.673.049/0001-70) para Brenda Casa Grande (476.205.831-90).,PB,João Pessoa,05/2023
70,Apartamento com 102m² foi transferido de Lopes (97.253.461/0001-08) para Olívia Macedo (394.075.126-06) através de Usucapião Extrajudicial.,SC,Blumenau,07/2024
86,Processo de Recuperação de Crédito: Casa de 71m² passou de da Conceição (58.943.067/0001-40) para Rodrigo Farias (482.157.693-73).,ES,Vitória,06/2023
171,Processo de Usucapião Extrajudicial: Apartamento de 85m² passou de Pereira - EI (60.231.947/0001-35) para Catarina Camargo (720.485.316-44).,MS,Campo Grande,05/2023
304,"Apartamento de 101m², Usucapião Extrajudicial realizado entre Leonardo Campos (850.376.291-95) e Aragão S.A. (64.071.238/0001-90).",BA,Salvador,06/2024
320,Apartamento (267m²) transferido de Yago Santos (287.504.691-85) para Bárbara Martins (036.975.148-57) pormeio de Compra e Venda.   ,RR,Boa Vista,04/2023
16,Terreno Rural de 26505m² transferido de Otávio Azevedo (265.479.180-76) para Fernandes e Filhos (56.732.041/0001-27) via Recuperação de Crédito.,CE,Fortaleza,12/2023
342,"Casa d&e 101m², Usucapião Extrajudicial realizado entre Olivia Gonçalves (690.184.257-02) e Allana Mendes (047.396.182-22).",TO,Gurupi,05/2024
99,Terreno Rural com 26903m² foi transferido de Melo Costela Ltda. (03.981.745/0001-77) para Mariana Ribeiro (4&25.738.901-04) através de Recuperação de Crédito.   ,PR,Curitiba,02/2023
13,Terreno Rural com 41868m² foi transferido de Cardoso Moura Ltda. (89.450.261/0001-17) para da Cunha (03.415.892/0001-80) através de Recuperação de Crédito.,BA,Salvador,07/2024
44,Casa de 87m² transferido de Lucca Andrade (142.809.637-03) para da Mota Ltda. (53.694.821/0001-31) via Usucapião Extrajudicial.,PR,Curitiba,05/2024
109,"Apartamento de 197m², Compra e Venda realizao entre Enrico Borges (792.165.038-40) e Casa Grande Farias S/A (05.127.483/0001-03).   ",RS,Caxias do Sul,01/2024
73,Apartamento (116m²) transferido de Cassiano - EI (19.605.432/0001-54) para Valentina da Conceição (504.863.719-48) por meio de Recuperação de Crédito.,SP,Santos,03/2024
317,"Terreno Rural de 11121m², Compra e Venda realizado entre Antonella Vargas (617.205.439-25) e Milena Vieir (864.913$.205-70).   ",MG,Juiz de Fora,06/2024
56,Apartamento (94m²) transferido de Sarah Rios (579.046.832-29) para Rafaela Araújo (097.461.523-43) por meio de Usucapião Extrajudicial.,RN,Natal,11/2024
191,Processo de Recuperação de Crédito: Casa de 92m² passou de Danilo da Rocha (7$38.019.425-97) para Helena Lopes (147.832.059-14).   ,TO,Araguaína,12/2024
75,"Casa de 117m², Usucapião Extrajudicial realizado entre Dr. Kevin Duarte (824.615.793-00) e Pinto (96.854.073/0001-10).",SE,Nossa Senhora do Socorro,02/2025
127,Apartamento de 140m² transferido de Kevin Lima (680.712.935-12) para Azevedo - EI (78.943.625/0001-84) via Compra e Venda.,SE,Aracaju,12/2024
97,Casa de 241m² transferido de Ana Cecília Siqueira (603.271.584-17) para Maria Fernanda Sales (710.845.693-10) via Usucapião Extrajudicial.,PR,Maringá,08/2024
126,Processo de Compra e Venda: Terreno Rural de 10063m² passou de Gonçalves e Filhos (97.156.840/0001-80) para Melissa Cirino (536.809.427-29).,AP,Macapá,05/2023
58,Apartamento com 58m² foi transferido de Ian Nunes (497.851.306-57) para Antony Nogueira (352.174.608-90) através de Compra e Venda.,RN,Parnamirim,06/2023
269,Casa com 189m² foi transferido de Ramos (07.432.168/0001-15) para Dante Campos (146.905.872-30) através de Recuperação de Crédito.,AM,Parintins,01/2024
13,"Apartamento de 233m², Compra e Venda realizado entre Vitória Nascimento (643.298.105-06) e Cavalcante Rios S.A. (46.935.821/0001-10.   ",BA,Salvador,12/2023
193,Apartamento de 126m² transferido de Sá (98.371.420/0001-89) para Otto Pimenta (098.421.563-89) via Compra e Venda.,PI,Picos,06/2023
87,"Apartamento de 278m², Compra e Venda realizado entre Dra. Sarah Dias (059.348.612-98) e João Pedro Albuquerque (130.467.295-61).",AC,Sena Madureira,06/2023
272,Processo de Usucapião Extrajudicial: Terreno Rural de 6248m² passou de Elisa Casa Grande (062.795.831-12) para Larissa Santos (732.940.816-69).,TO,Palmas,09/2024
312,"Terreno Rural de 29835m², Usucapião Extrajudicial realizado entre da Mota Teixeira - ME (71.380.695/0001-22) e Lavínia Ramos (053.869.742-38).",PA,Santarém,01/2024
225,Apartamento com 121m² foi transferido de Dante Viana (274.361.950-34) para Camargo Dias S/A (67.802.319/0001-01) através de Recuperação de Crédito.,DF,Brasília,08/2024
117,Casa com 148m² foi transferido de Luiz Fernando Pires (673.429.185-55) para Moraes (07.623.598/0001-14) através de Usucapião Extrajudicial.,CE,Sobral,07/2023
287,Processo de Recuperação de Crédito: Casa de 63m² passou de Camargo (96.082.341/0001-22) para Pedro Henrique Silva (806.359.174-75).,CE,Juazeiro do Norte,11/2023
289,Terreno Rural com 12293m² foi transferido de Lívia Moreira (180.934.726-22) para Azevedo da Costa e Filhos (43.160.925/0001-02) através de Usucapião Extrajudicial.   ,CE,Fortaleza,03/2023
333,Apartamento com 281m² foi transferido de Henry Gabriel Nascimento (375.206.941-43) para Cavalcanti (37.582.601/0001-60) através de Recuperação de Crédito.,AC,Sena Madureira,12/2023
12,Apartamento com 196m² foi transferido de Azevedo (05.382.791/0001-85) para Abreu (64.287.139/0001-40) através de Compra e Venda.,AM,Itacoatiara,10/2023
266,Apartamento de 241m² transferido de Leonardo da Mota (648.307.912-50) para da Cunha (01.872.569/0001-00) via Usucapião Extrajudicial.,BA,Feira de Santana,01/2025
120,Apartamento de 243m² transferido de Ferreira Ltda. (35.468.712/0001-14) para Rezende - ME (26.450.719/0001-18) via Recuperação de Crédito.,RS,Pelotas,09/2024
127,Apartamento com 284m² foi transferido de Aurora Silva (164.980.237-40) para Pinto Porto S.A. (53.942.781/0001-08) através de Recuperação de Crédito.,SE,Aracaju,09/2023
321,Terreno Rural (38119m²) transferido de Erick Souza (405.239.718-50) para Cecilia Marques (628.051.734-90) por meio de Recuperação de Crédito.,AM,Itacoatiara,04/2023
21,Processo de Usucapião Extrajudicial: Apartamento de 164m² passou de Souza (54.180.926/0001-35) para Sá (57.846.192/0001-79).,ES,Vila Velha,03/2023
65,Apartamento (116m²) transferido de Sales Rodrigues S.A. (05.941.832/0001-26) para Pereira Pastor e Filhos (17.568.324/0001-23) por meio de Usucapião Extrajudicial.,RR,Boa Vista,01/2024
253,"Terreno Rural de 26532m², Recuperação de Crédito realizado entre Dr. Gustavo Oliveira (415.807.932-23) e Bianca Cassiano (218.376.059-12).",RN,Mossoró,12/2024
10,Casa de 78m² transferido de Sales S.A. (16.052.389/0001-59) para Montenegro Guera - ME (23.768.509/0001-84) via Compra e Venda.,AM,Manaus,01/2025
300,Terreno Rural (20351m²) transferido de Maria Clara Novais (639.472.108-50) para Aylla Lopes (163.849.702-87) por meio de Recuperação de Crédito.,GO,Rio Verde,10/2023
3,Apartamento com 109m² foi transferido de Joaquim Cavalcante (035.741.692-99) para Pedro Henrique da Paz (841.579.206-94) através de Usucapião Extrajudicial.,AC,Sena Madureira,08/2023
151,Casa de 273m² transferido de Sra. Sara Souza (760.285.413-62) para Maria Eduarda Barros (364.952.170-99) via Compra e Venda.,DF,Brasília,05/2023
180,Casa de 294m² transferido de Fonseca (40.567.239/0001-62) para Macedo - EI (35.098.741/0001-31) via Recuperação de Crédito.,AM,Itacoatiara,06/2024
219,Casa de 270m² transferido de da Paz Borges S/A (16.948.573/0001-81) para Lívia Novais (962.345.780-47) via Recuperação de Crédito.,DF,Brasília,10/2023
360,"Terreno Rural de 6217m², Recuperação de Crédito realizado entre Ana Sophia Duarte (201.873.946-87) e Lucas Rios (734.802.156-53).",ES,Cariacica,03/2023
16,Processo de Usucapião Extrajudicial: Terreno Rural de 44492m² passou de Sá Câmara e Filhos (15.039.478/0001-00) para Albuquerque Almeida Ltda. (61.724.395/0001-60).,CE,Fortaleza,11/2024
191,Terreno Rural com 48418m² foi transferido de Ramos (03.281.746/0001-09) para Olivia Vieira (948.061.357-39) através de Recuperação de Crédito.,TO,Araguaína,08/2023
108,Apartamento de 231m² transferido de Moreira Barbosa Ltda. (71.934.058/0001-50) para da Cruz Marques - EI (29.054.163/0001-39) via Usucapião Extrajudicial.,PB,Santa Rita,12/2023
72,Terreno Rural com 29065m² foi transferido de Dra. Jade Cavalcanti (231.465.890-60) para Ferreira (16.280.349/0001-64) através de Recuperação de Crédito.,SP,Campinas,03/2023
64,Terreno Rural com 30239m² foi transferido de CastroBarros - EI (48.596.207/0001-05) &para Vinícius Freitas (296.310.458-89) através de Recuperação de Crédito.   ,RO,Ariquemes,05/2024
6,Casa de 242m² transferido de Pinto - ME (27.310.965/0001-37) para Ravy Gonçalves (923.086.475-74) via Compra e Venda.,AL,Palmeira dos Índios,06/2023
159,Terreno Rural de 41126m² transferido de Theodoro Pinto (821.560.437-44) para Macedo Costa S.A. (30.185.429/0001-61) via Compra e Venda.,PE,Olinda,10/2024
270,Processo de Usucapião Extrajudicial: Terreno Rural de 4033m² passou de Dr. Liam da Rosa (769.238.541-64) para da Rosa e Filhos (97.186.520/0001-72).,CE,Sobral,03/2024
66,Apartamento (269m²) transferido de Daniel Monteiro (602.834.159-24) para Mendes (86.075.492/0001-08) por meio de Usucapião Extrajudicial.,RR,Rorainópolis,12/2023
215,Processo de Compra e Venda: Terreno Rural de 19000m² passou de Lucas Gabriel Câmara (324.690.751-06) para Ana Liz Garcia (936.825.714-00).,AC,Cruzeiro do Sul,12/2023
344,Casa de 293m² transferido de Dr. Luiz Miguel Nascimento (863.271.450-35) para Pereira S.A. (67.841.209/0001-59) via Compra e Venda.,PA,Ananindeua,12/2023
360,Casa com 211m² foi transferido de Rezende - ME (94.286.301/0001-77) para Albuquerque (59.027.418/0001-35) através de Usucapião Extrajudicial.,ES,Cariacica,05/2023
180,Processo de Recuperação de Crédito: Casa de 232m² passou de Brito (87.039.241/0001-22) para Guilherme Aparecida (659.280.713-02).,AM,Itacoatiara,01/2025
4,Tereno Rural (27705m²) transferido de Alexandre Moura (834.709.152-88) para Barbosa Gomes e Filhos (89.273.164/0001-04) por meio de Usucapião Extrajudicial.,AL,Maceió,01/2025
229,Terreno Rural com 9129m² foi transferido de Guerra (21.53&4.976/0001-14) para Ana Júlia Porto (967.340.815-75) através de Usucapião Extrajudicial.,RO,Ji-Paraná,05/2023
306,Casa (80m²) transferido de Castro (79.416.532/0001-64) para Sra. Antonella Costa (541.037.298-05) por meio de Usucapião Extrajudicial.,RJ,Niterói,02/2025
174,Apartamento de 72m² transferido de da Costa (27.053.814/0001-40) para Almeida das Neves S.A. (76.201.539/0001-70) via Recuperação de Crédito.,PA,Belém,04/2023
226,Apartamento (134m²) transferido de Lopes - EI (86.401.573/0001-42) para Garca (80.493.276/0001-98) por meio de Recuperação de Crédito.,ES,Vitória,01/2025
314,Apartamento (135m²) transferido de Fernandes Santos Ltda. (09.382.764/0001-63) para Antônio Barros (512.873.490-05) por meio de Usucapião Extrajudicial.,MG,Uberlândia,07/2024
190,Casa com 195m² foi transferido de Guerra - EI (87.302.456/0001-94) para Arthur Santos (869.140.735-20) através de Usucapião Extrajudicial.,RN,Parnamirim,12/2024
89,"Terreno Rural de 11639m², Usucapião Extrajudicial realizado entre Igor Pinto (675.349.281-09) e Theodoro Souza (508.169.247-67).",AL,Palmeira dos Índios,11/2023
358,Terreno Rural com 49192m² foi transferido de Caroline das Neves (346.091.728-87) para Thiago Pacheco (960.487.231-13) através de Recuperação de Crédito.,RR,Boa Vista,12/2023
51,"Casa de 294m², Recuperação de Crédito realizado entre Josué Souza (064.175.289-01) e Santos (47.135.620/0001-00).",PI,Parnaíba,09/2023
270,Apartamento com 232m² foi transferido de Marcelo Camargo (719.325.640-80) para Theodoro Castro (819.652.047-67) através de Recuperação de Crédito.,CE,Sobral,04/2024
291,Casa com 263m² foi transferido de Oliveira Albuquerque Ltda. (13.265.978/0001-27) para Novais (40.857.319/0001-52) através de Recuperação de Crédito.,RR,Boa Vista,03/2023
39,"Apartamento de 102m², Usucapião Extrajudicial realizado entre Dr. Otto Macedo (271.380.694-13) e André Gomes (347.806.195-48).",PA,Ananindeua,07/2024
171,Terreno Rural com 9531m² foi transferido de Josué Martins (206.849.573-29) para Cauã Alves (325.790.618-86) através de Recuperação de Crédito.,MS,Campo Grande,09/2023
257,"Terreno Rural de 37594m², Usucapião Extrajudicial realizado entre Evelyn Campos (091.263.548-70) e Pinto (09.521.483/0001-44).",ES,Vitória,01/2025
157,Apartamento com 283m² foi transferido de Maria Vitória Santos (258.601.734-07) para Sampaio e Filhos (83.459.217/0001-91) através de Usucapião Extrajudicial.,PA,Ananindeua,07/2024
98,Terreno Rural com 38399m² foi transferido de Costa - ME (05.972.143/0001-89) para Letícia Almeida (162.840.953-33) através de Recuperação de Crédito.,RO,Porto Velho,06/2024
2,Apartamento com 191m² foi transferido de Marques (70.536.192/0001-30) para Alexia Cassiano (701.564.398-75) através de Usucapião Extrajudicial.,AC,Cruzeiro do Sul,09/2023
107,Processo de Recuperação de Crédito: Apartamento de 91m² passou de da Costa (56.418.207/0001-35) para Câmara (80.649.527/0001-80).   ,RN,Parnamirim,06/2023
74,Casa (103m²) transferido de Albuquerque Araújo e Filhos (49.835.670/0001-17) para Maria Isis Porto (983.560.417-75) por meio de Recuperação de Crédito.,SE,Aracaju,09/2023
326,Casa com 274m² foi transferido de Monteiro (89.410.523/0001-10) para Sra. Isabelly Barbosa (826.904.315-05) através de Usucapião Extrajudicial.,PE,Olinda,10/2023
12,Processo de Recuperação de Crédito: Terreno Rural de 45539m² passou de Fernands - ME (3#8.165.974/0001-06) para da Cunha (24.907.631/0001-57).,AM,Itacoatiara,08/2023
287,Apartamento com 252m² foi transferido de Dr. Pedro Lucas da Cruz (672.039.458-47) para Srta. Marina Rios (485.901.632-70) através de Usucapião Extrajudicial.,CE,Juazeiro do Norte,01/2024
7,"Casa de 137m², Usucapião Extrajudicial realizado entre Bernardo Moura (407.253.816-71) e Mendes Fogaça e Filhos (01.759.348/0001-20).",AP,Macapá,06/2024
249,Terreno Rural (13097m²) transferido de Anthony Gabriel Castro (689.715.023-12) para Sra. Cecilia Barbosa (501.974.326-70) por meio de Compra e Venda.,SC,Joinville,01/2024
201,Terreno Rural de 22912m² transferido de Câmara (73.428.619/0001-75) para Francisco Fogaça (468.903.257-29) via Recuperação de Crédito.,PI,Teresina,01/2025
353,Processo de Recuperação de Crédito: Apartamento de 104m² passou de Barbosa Ltda. (63.017.854/0001-09) para Moura (78.201.345/0001-09).,SP,Campinas,12/2024
153,Casa com 207m² foi transferido de Vicente Porto (734.651.209-06) para Dr. João Lucas Aragão (746.093.218-31) através de Recuperação de Crédito.,SP,São Paulo,11/2024
245,"Casa de 158m², Recuperação de Crédito realizado entre Nasciento (45.231.9#78/0001-00) e Brito (91.685.720/0001-93).   ",MS,Três Lagoas,07/2024
352,"Apartamento de 83m², Compra e Venda realizado entre Mariane Gomes (086.245.391-70) e Bruna Gonçalves (8%25.964.710-94).   ",RR,Caracaraí,02/2023
164,Processo de Usucapião Extrajudicial: Casa de 227m² passou de Pacheco Costa - ME (30.249.815/0001-70) para Asafe Moraes (265.830.914-70).,PR,Curitiba,05/2024
347,"Casa de 123m², Usucapião Extrajudicial realizado entre Kaique Farias (137.562.084-35) e da Rosa (23.915.067/0001-51).",DF,Brasília,11/2023
296,"Casa de 260m², Recuperaç%ão de Crédito realizado entre Sara Araújo (480.327.165-80) e Olivi Pires (917.805.423-05).   ",RJ,Petrópolis,01/2024
118,Terreno Rural (40323m²) transferido de Ana Clara Silveira (807.416.592-20) para Ana Liz Sousa (147.203.586-08) por meio de Compra e Venda.,AL,Maceió,09/2024
295,Terreno Rural com 29271m² foi transferido de da Costa e Filhos (76.105.948/0001-73) para Sampaio Lima Ltda. (83.961.702/0001-69) através de Compra e Venda.,AC,Rio Branco,10/2023
18,Casa (299m²) transferido de Lucca Borges (816.374.950-48) para Dr. Igor Melo (781.639.405-57) por meio de Recuperação de Crédito.,CE,Sobral,07/2023
323,Terreno Rural (36023m²) transferido de Vitor Hugo Camargo (178.540.392-32) para Henrique Casa Grande (520.169.384-98) por meio de Recuperação de Crédito.,AP,Laranjal do Jari,03/2023
341,Apartamento com 203m² foi transferido de Beatriz das Neves (265.971.384-73) para Vasconcelos (70.562.318/0001-41) através de Compra e Venda.,ES,Vitória,12/2024
271,Casa (182m²) transferido de João Gabriel da Conceição (617.425.093-80) para Cauã Nascimento (510.284.793-79) por meio de Recuperação de Crédito.,SC,Blumenau,05/2023
272,Terreno Rural de 22140m² transferido de Ana Teixeira (704.536.189-01) para Dr. Vinicius Porto (549.637.218-64) via Usucapião Extrajudicial.,TO,Palmas,08/2024
261,Casa de 108m² transferido de Enrico Garcia (301.652.497-06) para Duarte (49.831.675/0001-71) via Usucapião Extrajudicial.,SP,São Paulo,11/2024
315,Casa de 236m² transferido de Melissa da Mota (541.302.789-32) para Maria Alice Leão (876.259.034-00) via Usucapião Extrajudicial.,MG,Belo Horizonte,08/2024
75,Casa com 145m² foi transferido de Monteiro e Filhos (62.597.384/0001-29) para Rodrigues (03.798.652/0001-01) através de Recuperação de Crédito.,SE,Nossa Senhora do Socorro,03/2023
302,Terreno Rural de 34116m² transferido de Vasconcelos (75.436.281/0001-29) para Sr. Gabriel Rezende (061.235.879-86) via Compra e Venda.,MA,São Luís,09/2023
301,"Terreno Rural de 3637m², Usucapião Extrajudicial realizado entre Cauê Montenegro (175.286.304-62) e Fernandes (50.694.317/0001-43).",BA,Vitória da Conquista,07/2024
200,Casa de 160m² transferido de Cauã Farias (560.341.978-48) para Sousa (62.458.307/0001-98) via Usucapião Extrajudicial.,AP,Macapá,04/2024
305,"Casa de 169m², Usucapião Extrajudicial realizado entre Araújo (40.315.892/0001-34) e Pereira Pereira e Filhos (86.214.537/0001-70).",SE,Lagarto,12/2024
316,Terreno Rural com 19233m² foi transferido de Peixoto S.A. (21.506.384/0001-99) para Sousa Guerra S.A. (40.367.915/0001-54) através de Recuperação de Crédito.,AM,Itacoatiara,01/2024
135,Terreno Rural (35277m²) transferido de Gabriela Araújo (156.279.308-02) para Siqueira (13.405.926/0001-09) por meio de Recuperação de Crédito.,CE,Juazeiro do Norte,12/2023
135,"Terreno Rural de 39125m², Usucapião Extrajudicial realizado entre Castro Barros - ME (37.652.041/0001-72) e Andrade Ltda. (21.358.476/0001-79).",CE,Juazeiro do Norte,03/2023
191,Casa (90m²) transferido de Bruno Dias (623.978.104-50) para Bruno Marques (210.683.475-62) por meio de Recuperação de Crédito.,TO,Araguaína,04/2024
